Nationality,Age_at_studystart,Study_programme,Study_programme_code,Studystart_date,Studystart_month,Studystart_year,Studyend_month,Studyend_year,University_institute,Status,Exam_year,Exam_grade_point_average,Grading_scale,Exam_type,Priority_number,Quote,Passed_ects_SEM1,Grade_point_average_SEM1,SU_clips_used,Years_since_exam,CHURNED_ALL,CHURNED_IN_SEM1,CHURNED_IN_SEM2,CHURNED_AFTER_SEM1,CHURNED_AFTER_SEM2,CHURNED_SEM2THROUGHSEM3
Danmark,27.1,paedagogik,HSPA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2013,10.1,7-trinsskala,Studentereksamen (2008 og senere),21,1,30,8.5,18,3,0,0,0,0,0,0
Danmark,25.1,kunsthistorie,HKUA00001T,9/1/2013,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2011,6.5,7-trinsskala,Studentereksamen (2008 og senere),2,1,30,9,28,-1,0,0,0,0,0,0
Danmark,57.1,informationsvidenskab og kulturformidling,HARA00001T,9/1/2014,9,2013,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2013,7.6,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),21,1,0,3.75,NULL,1,0,1,0,0,0,0
Danmark,22.2,paedagogik,HJAA00003T,9/1/2015,9,2013,12,2014,Institut for Medier. Erkendelse og Formidling,terminated,2012,7.8,7-trinsskala,Studentereksamen (2008 og senere),1,2,30,6.93,6,1,1,1,0,1,1,0
Danmark,20,religionsvidenskab,HIVA00001T,9/1/2016,9,2013,7,2015,Institut for Medier. Erkendelse og Formidling,terminated,2015,7,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,30,2,1,1,0,1,1,0
Danmark,21.9,engelsk,HKUA00001T,9/1/2013,9,2013,6,2016,Institut for Engelsk. Germansk og Romansk,completed,2016,5.5,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,9.83,18,3,0,1,0,0,0,0
Danmark,22.6,arabisk,HSPA00001T,9/1/2016,9,2013,7,2014,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,terminated,2009,7.6,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,0,11.33,NULL,-1,1,0,1,1,0,0
Danmark,20.3,retorik,HKMA00001T,9/1/2014,9,2013,8,2015,Institut for Kunst og Kulturvidenskab,terminated,2014,8.9,7-trinsskala,Studentereksamen (2008 og senere),2,2,0,7,18,3,1,1,0,1,1,0
Danmark,21.1,eskimologi,HARA00001T,9/1/2014,9,2013,9,2015,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,terminated,2012,3.7,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),5,1,30,8.44,30,1,1,0,0,1,1,0
Danmark,19.7,informationsvidenskab og kulturformidling,HTHA00001T,9/1/2016,9,2013,7,2016,Institut for Tvaerkulturelle og regionale studier,completed,1999,9.9,7-trinsskala,Udenlandsk/ikke aftale-land,1,1,30,0,30,1,0,1,0,0,0,0
Danmark,22.7,fransk,HAUA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2009,10.3,7-trinsskala,Studentereksamen (2008 og senere),21,1,30,7,18,0,0,0,0,0,0,0
Danmark,20.8,dansk,HSPA00001T,9/1/2014,9,2013,9,2014,Institut for Medier. Erkendelse og Formidling,terminated,1973,8.2,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),21,2,20,0,6,3,1,1,0,1,1,0
Danmark,20.7,informationsvidenskab og kulturformidling,HFMA00001T,9/1/2015,9,2013,12,2014,Institut for Engelsk. Germansk og Romansk,terminated,2016,10,,Studentereksamen (2008 og senere),1,1,30,0,18,2,1,1,0,1,1,0
Danmark,19.8,film- og medievidenskab,HTYA00001T,9/1/2016,9,2013,4,2015,Institut for Tvaerkulturelle og regionale studier,terminated,1968,7.7,7-trinsskala,Studentereksamen (2008 og senere),21,1,30,0,6,1,1,1,0,1,1,1
Danmark,19.8,musikvidenskab,HDAA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2014,8.1,7-trinsskala,Studentereksamen (2008 og senere),21,1,30,7.75,6,1,0,1,0,0,0,0
Danmark,25.7,klassisk arkaeologi,HENA00001T,9/1/2014,9,2013,11,2015,Institut for Medier. Erkendelse og Formidling,terminated,1999,11.4,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,7,NULL,1,1,1,0,1,1,0
Tyrkiet,20.6,film- og medievidenskab,HITA00001T,9/1/2013,9,2013,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2014,0,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,0,30,1,0,0,0,0,0,0
Danmark,22,persisk,HENA00001T,9/1/2014,9,2013,7,2015,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,terminated,2009,12.1,7-trinsskala,Studentereksamen (2008 og senere),3,1,30,8.5,18,2,1,1,0,1,1,0
Danmark,19,film- og medievidenskab,HFMA00001T,9/1/2013,9,2013,1,2016,Institut for Nordiske Studier og Sprogvidenskab,completed,2010,6.7,7-trinsskala,International Baccalaureate (IB),1,1,30,6.2,NULL,2,0,1,0,0,0,0
Danmark,33.4,engelsk,HHIA00001T,9/1/2015,9,2013,8,2014,Institut for Medier. Erkendelse og Formidling,terminated,1970,8,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),3,1,7.5,8,6,2,1,0,0,1,0,1
Danmark,21.3,kunsthistorie,HENA00001T,9/1/2015,9,2013,2,2016,Institut for Tvaerkulturelle og regionale studier,terminated,2015,9.7,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,30,1,1,0,0,1,1,0
Danmark,23.1,informationsvidenskab og kulturformidling,HENA00001T,9/1/2016,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2008,9.8,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,6,0,0,0,0,0,0,1
Danmark,20.5,retorik,HRTA00001T,9/1/2013,9,2013,NULL,NULL,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,open,2013,8.4,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,7.91,40,2,0,1,0,0,0,0
Danmark,20.4,musikvidenskab,HPaeA00001T,9/1/2014,9,2013,12,2013,Institut for Tvaerkulturelle og regionale studier,terminated,1973,6,7-trinsskala,Studentereksamen (2008 og senere),2,1,0,3.77,5,4,1,1,0,0,0,0
Danmark,25,film- og medievidenskab,HBAA00001T,9/1/2014,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2011,10.3,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,15,0,18,2,0,1,0,0,0,0
Danmark,33.5,dansk,HENA00001T,9/1/2013,9,2013,8,2016,IVA,completed,2011,6.1,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,7,18,2,0,1,0,0,0,0
Danmark,20.9,kommunikation og it,HDAA00001T,9/1/2013,9,2013,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2011,0,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,3.21,26,33,0,1,0,0,0,0
Danmark,19.4,retorik,HTEA00001T,9/1/2014,9,2013,9,2014,Institut for Tvaerkulturelle og regionale studier,terminated,2013,4.1,13-skala,,1,2,25,8.14,NULL,4,1,1,0,1,1,0
Danmark,22.5,europaeisk etnologi,HRTA00001T,9/1/2014,9,2013,8,2015,Institut for Nordiske Studier og Sprogvidenskab,terminated,2014,4.4,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,4.67,36,2,1,1,0,1,1,0
Danmark,25,spansk sprog og kultur,HFRA00001T,9/1/2014,9,2013,5,2014,Institut for Nordiske Studier og Sprogvidenskab,terminated,2011,5.5,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,5.57,NULL,1,1,0,1,1,0,0
Danmark,23.3,paedagogik,HFMA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2008,6,7-trinsskala,Studentereksamen (2008 og senere),1,2,30,7.75,NULL,0,0,1,0,0,0,0
Danmark,21.4,engelsk,HHIA00001T,9/1/2013,9,2013,10,2014,Institut for Engelsk. Germansk og Romansk,terminated,2012,10.7,7-trinsskala,Studentereksamen (2008 og senere),4,1,30,5.57,NULL,1,1,1,0,1,1,0
Danmark,20.6,teatervidenskab,HMVA00001T,9/1/2013,9,2013,NULL,NULL,Institut for Nordiske Studier og Sprogvidenskab,open,1900,6.6,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,NULL,4,0,1,0,0,0,0
Danmark,23.4,film- og medievidenskab,HIVA00001T,9/1/2015,9,2013,9,2014,Institut for Nordiske Studier og Sprogvidenskab,terminated,2015,4.8,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),0,1,30,7.58,6,24,1,1,0,1,1,0
Danmark,20.8,dansk,HSPA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2012,9.1,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,NULL,22.5,6.29,30,1,0,0,0,0,0,0
Danmark,21.1,kinastudier,HPOA00002T,9/1/2014,9,2013,6,2015,Institut for Nordiske Studier og Sprogvidenskab,completed,2013,4.3,7-trinsskala,Udenlandsk/ikke aftale-land,21,1,30,4.5,30,3,0,1,0,0,0,0
Danmark,21.3,musikvidenskab,HLAA00001T,9/1/2014,9,2013,7,2014,Institut for Medier. Erkendelse og Formidling,terminated,2012,7.8,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,6.23,NULL,5,1,1,1,1,0,0
Danmark,21.1,engelsk,HKUA00001T,9/1/2013,9,2013,1,2017,IVA,completed,2014,3.7,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),0,1,30,10,NULL,2,0,0,0,0,0,0
Danmark,50.1,arabisk,HASA00002T,9/1/2015,9,2013,8,2015,Institut for Tvaerkulturelle og regionale studier,terminated,2014,2.9,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,0,6,0,1,0,0,1,1,0
Danmark,20.1,film- og medievidenskab,HENA00001T,9/1/2015,9,2013,8,2016,IVA,completed,2010,3,7-trinsskala,Studentereksamen (2008 og senere),2,1,0,0,NULL,-1,0,0,0,0,0,1
Danmark,20.9,fransk sprog og kultur,HPaeA00001T,9/1/2016,9,2013,9,2014,Institut for Medier. Erkendelse og Formidling,terminated,2016,8.7,7-trinsskala,Almen gymnasial uddannelse,21,2,10,5.5,NULL,-1,1,0,0,1,1,1
Danmark,22.5,dansk,HDAA00001T,9/1/2013,9,2013,6,2016,Institut for Nordiske Studier og Sprogvidenskab,terminated,2012,9,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,9.33,30,1,1,1,0,1,1,0
Danmark,31.3,filosofi,HMVA00001T,9/1/2013,9,2013,8,2015,Institut for Nordiske Studier og Sprogvidenskab,terminated,2014,10.5,7-trinsskala,Studentereksamen (2008 og senere),3,1,30,0,NULL,1,1,0,0,1,1,0
Danmark,22.8,europaeisk etnologi,HDAA00001T,9/1/2014,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2012,10.6,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,6.67,30,3,0,1,0,0,0,0
Danmark,22.7,engelsk,HPOA00002T,9/1/2014,9,2013,12,2014,Institut for Nordiske Studier og Sprogvidenskab,terminated,2013,6.6,7-trinsskala,Studentereksamen (2008 og senere),21,1,30,12,30,43,1,0,0,1,1,0
Danmark,21.2,informationsvidenskab og kulturformidling,HKMA00001T,9/1/2013,9,2013,NULL,NULL,Institut for Kunst og Kulturvidenskab,open,2013,3.8,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,12,NULL,2,0,1,0,0,0,0
Danmark,19.9,informationsvidenskab og kulturformidling,HIVA00001T,9/1/2014,9,2013,7,2014,Institut for Tvaerkulturelle og regionale studier,terminated,1900,8.2,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,6.47,30,4,1,1,1,1,0,0
Danmark,21.7,kunsthistorie,HENA00001T,9/1/2016,9,2013,NULL,NULL,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,open,2016,0,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,8.43,NULL,2,0,1,0,0,0,1
Danmark,25.1,musikvidenskab,HTIA00002T,9/1/2015,9,2013,5,2016,Institut for Kunst og Kulturvidenskab,terminated,2013,10.3,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,11,6,5,1,1,0,1,1,0
Danmark,21.6,informationsvidenskab og kulturformidling,HPaeA00001T,9/1/2014,9,2013,6,2016,Institut for Engelsk. Germansk og Romansk,completed,2015,8.1,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),2,1,30,0,NULL,0,0,0,0,0,0,0
Danmark,20.2,informationsvidenskab og kulturformidling,HDAA00001T,9/1/2016,9,2013,9,2015,IVA,terminated,2010,6.3,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,10,27,4,1,1,0,1,1,0
Danmark,21.7,klassisk arkaeologi,HHEA00001T,9/1/2014,9,2013,7,2015,Institut for Nordiske Studier og Sprogvidenskab,terminated,2008,5.7,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,8.5,30,29,1,1,0,1,1,1
Danmark,22.4,europaeisk etnologi,HDAA00001T,9/1/2014,9,2013,NULL,NULL,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,open,2013,7.7,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,5.33,30,3,0,1,0,0,0,0
Danmark,36.5,informationsvidenskab og kulturformidling,HARA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2014,3.2,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,6.88,NULL,1,0,1,0,0,0,0
Danmark,20.9,spansk sprog og kultur,HPaeA00001T,9/1/2014,9,2013,8,2015,IVA,terminated,2012,6.4,7-trinsskala,Hoejere handelseks. HHX (2008 og s.),1,1,30,0,NULL,2,1,1,0,1,1,0
Danmark,20.7,informationsvidenskab og kulturformidling,HAUA00001T,9/1/2014,9,2013,6,2016,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,completed,2015,4.7,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,10.8,NULL,0,0,1,0,0,0,0
Danmark,19.5,film- og medievidenskab,HHIA00001T,9/1/2013,9,2013,7,2015,Institut for Tvaerkulturelle og regionale studier,terminated,2014,9.6,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,0,9,NULL,17,1,1,0,1,1,0
Danmark,26.9,indologi,HENA00001T,9/1/2016,9,2013,7,2015,Institut for Tvaerkulturelle og regionale studier,completed,2013,7.4,7-trinsskala,Studentereksamen (2008 og senere),1,1,15,9.2,NULL,1,0,0,0,0,0,1
Danmark,21.7,kommunikation og it,HSPA00001T,9/1/2015,9,2013,7,2014,Institut for Tvaerkulturelle og regionale studier,terminated,2010,7,7-trinsskala,Studentereksamen (2008 og senere),1,1,20,0,NULL,0,1,0,1,1,0,0
Danmark,22.2,portugisiske og brasilianske studier,HBAA00001T,9/1/2014,9,2013,12,2014,Institut for Engelsk. Germansk og Romansk,terminated,2012,4,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,11,30,1,1,1,0,1,1,0
Danmark,21,forhistorisk arkaeologi,HRTA00001T,9/1/2015,9,2013,7,2016,Institut for Engelsk. Germansk og Romansk,completed,1965,7,7-trinsskala,Studentereksamen (2008 og senere),1,1,22.5,3.5,NULL,4,0,1,0,0,0,0
Danmark,27.3,engelsk,HIVA00001T,9/1/2016,9,2013,8,2015,Institut for Medier. Erkendelse og Formidling,terminated,2011,10.2,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,7.33,30,-1,1,0,0,1,1,0
Danmark,21.4,lingvistik,HTYA00001T,9/1/2014,9,2013,6,2016,Institut for Engelsk. Germansk og Romansk,completed,1994,5.7,7-trinsskala,Almen gymnasial uddannelse,1,1,30,0,NULL,4,0,1,0,0,0,0
Danmark,31.9,spansk sprog og kultur,HLVA00001T,9/1/2015,9,2013,6,2016,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,completed,2014,6.9,7-trinsskala,Studentereksamen (2008 og senere),2,1,30,9.5,30,1,0,1,0,0,0,0
Danmark,26.7,historie,HDAA00001T,9/1/2014,9,2013,7,2015,Institut for Medier. Erkendelse og Formidling,terminated,2016,7.3,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,9.15,6,2,1,1,0,1,1,0
Danmark,21.1,oest- og sydoesteuropastudier (polsk),HFIA00001T,9/1/2013,9,2013,6,2014,Institut for Nordiske Studier og Sprogvidenskab,terminated,2012,5.9,7-trinsskala,Studentereksamen (2008 og senere),1,1,15,4,18,2,1,1,1,1,0,0
Danmark,21.8,dansk,HLVA00001T,9/1/2013,9,2013,3,2016,Institut for Nordiske Studier og Sprogvidenskab,terminated,2015,9.9,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,0,NULL,2,1,1,0,1,1,0
Danmark,20.8,paedagogik,HDAA00001T,9/1/2013,9,2013,7,2015,Institut for Engelsk. Germansk og Romansk,completed,2009,8.7,7-trinsskala,Studentereksamen (2008 og senere),1,2,0,10.57,6,0,0,1,0,0,0,1
Danmark,23.1,indoeuropaeisk,HFIA00001T,9/1/2014,9,2013,8,2015,Institut for Engelsk. Germansk og Romansk,terminated,2012,3.8,7-trinsskala,Studentereksamen (2008 og senere),3,1,30,12,NULL,5,1,1,0,1,1,0
Danmark,27,kunsthistorie,HFIA00001T,9/1/2014,9,2013,6,2014,Institut for Tvaerkulturelle og regionale studier,terminated,2015,4.5,7-trinsskala,Studentereksamen (2008 og senere),1,1,2.5,8.5,18,0,1,0,1,1,0,0
Danmark,20.9,dansk,HEEA00001T,9/1/2014,9,2013,9,2016,Institut for Tvaerkulturelle og regionale studier,completed,2010,7.2,7-trinsskala,Faeroesk gymnasial eksamen,1,1,15,0,18,1,0,1,0,0,0,0
Danmark,20.9,lingvistik,HIVA00001T,9/1/2014,9,2013,12,2013,IVA,terminated,2012,5.1,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,5.5,30,1,1,1,0,0,0,0
Danmark,20.2,religionsvidenskab,HHIA00001T,9/1/2014,9,2013,8,2015,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,terminated,2014,6.6,7-trinsskala,Studentereksamen (2008 og senere),1,2,0,7.43,NULL,2,1,1,0,1,1,0
Danmark,27.3,thai/sydoestasienstudier,HPOA00002T,9/1/2013,9,2013,11,2016,Institut for Tvaerkulturelle og regionale studier,terminated,2013,8.2,7-trinsskala,Studentereksamen (2008 og senere),1,1,7.5,9.3,18,7,1,1,0,1,1,0
Danmark,20.1,informationsvidenskab og kulturformidling,HENA00001T,9/1/2015,9,2013,NULL,NULL,IVA,open,2012,6.2,13-skala,Studentereksamen (2008 og senere),0,1,22.5,0,6,2,0,1,0,0,0,0
Danmark,21.1,retorik,HTYA00001T,9/1/2016,9,2013,8,2015,Institut for Engelsk. Germansk og Romansk,terminated,2013,10.2,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,4,6,-1,1,1,0,1,1,0
Danmark,20.7,japanstudier,HMVA00001T,9/1/2015,9,2013,3,2015,Institut for Engelsk. Germansk og Romansk,completed,2012,6.8,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,7.2,NULL,1,0,0,0,0,0,0
Danmark,21.7,religionsvidenskab,HLVA00001T,9/1/2016,9,2013,3,2014,Institut for Engelsk. Germansk og Romansk,terminated,2011,3.6,7-trinsskala,Almen gymnasial uddannelse,0,1,30,6.25,30,0,1,0,1,1,0,0
Danmark,21,forhistorisk arkaeologi,HIEA00001T,9/1/2013,9,2013,6,2014,Institut for Medier. Erkendelse og Formidling,terminated,2009,7.4,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,0,20,4,1,1,1,1,0,0
Danmark,20.6,historie,HRVA00001T,9/1/2014,9,2013,8,2015,Institut for Tvaerkulturelle og regionale studier,terminated,2012,10,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,11.14,6,40,1,1,0,1,1,0
Danmark,19.2,latin,HKMA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Kunst og Kulturvidenskab,open,2014,8.9,13-skala,Studentereksamen (2008 og senere),21,1,30,0,18,3,0,1,0,0,0,0
Danmark,21.2,naerorientalsk arkaeologi,HIVA00001T,9/1/2013,9,2013,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2015,2.8,7-trinsskala,Hoejere handelseks. HHX (2008 og s.),1,1,30,9.33,6,-1,0,0,0,0,0,0
Danmark,30.4,historie,HKIA00002T,9/1/2014,9,2013,6,2016,Institut for Tvaerkulturelle og regionale studier,completed,2013,8.4,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,7.11,30,1,0,0,0,0,0,1
Danmark,25,spansk sprog og kultur,HDAA00001T,9/1/2014,9,2013,11,2013,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,terminated,2014,11,7-trinsskala,Almen gymnasial uddannelse,1,1,30,10,18,5,1,1,0,0,0,0
Danmark,21,engelsk,HKMA00001T,9/1/2015,9,2013,8,2015,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,terminated,2014,11.2,,Studentereksamen (2008 og senere),2,1,30,5.7,NULL,0,1,0,0,1,1,0
Danmark,22.9,informationsvidenskab og kulturformidling,HPaeA00001T,9/1/2014,9,2013,6,2014,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,completed,2011,10.8,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,15,7.4,6,1,0,1,0,0,0,0
Danmark,22.4,religionsvidenskab,HKUA00001T,9/1/2014,9,2013,8,2015,Institut for Medier. Erkendelse og Formidling,terminated,2011,7.6,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,22.5,0,30,1,1,1,0,1,1,0
Danmark,23.8,dansk,HEEA00001T,9/1/2014,9,2013,NULL,NULL,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,open,2014,10.2,7-trinsskala,Studentereksamen (2008 og senere),1,1,25,0,NULL,0,0,0,0,0,0,0
Danmark,21.3,historie,HHEA00001T,9/1/2014,9,2013,9,2014,Institut for Nordiske Studier og Sprogvidenskab,terminated,2011,11.4,7-trinsskala,Hoejere handelseks. HHX (2008 og s.),1,2,0,10.73,30,1,1,1,0,1,1,1
Danmark,22.9,informationsvidenskab og kulturformidling,HENA00001T,9/1/2014,9,2013,8,2015,Institut for Kunst og Kulturvidenskab,terminated,2014,4.5,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,NULL,0,1,0,0,1,1,0
Danmark,20.3,engelsk,HIVA00001T,9/1/2013,9,2013,NULL,NULL,IVA,open,2013,9.3,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,7.63,30,3,0,1,0,0,0,0
Danmark,23,dansk,HFIA00001T,9/1/2014,9,2013,NULL,NULL,Institut for Nordiske Studier og Sprogvidenskab,open,2014,10.5,7-trinsskala,Studentereksamen (2008 og senere),5,1,0,4.33,NULL,0,0,1,0,0,0,0
Danmark,20.5,lingvistik,HIVA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2013,10.5,7-trinsskala,Hoejere forberedelseseksamen (hf),1,NULL,0,7,8,1,0,1,0,0,0,0
Danmark,23.4,litteraturvidenskab,HIVA00001T,9/1/2013,9,2013,NULL,NULL,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,open,2013,8.9,,Studentereksamen (2008 og senere),1,1,30,7,6,2,0,1,0,0,0,0
Danmark,20.4,klassisk arkaeologi,HKMA00001T,9/1/2016,9,2013,9,2015,Institut for Kunst og Kulturvidenskab,terminated,2011,7.6,7-trinsskala,Faeroesk gymnasial eksamen,1,1,30,0,30,4,1,1,0,1,1,0
Danmark,19.6,historie,HSPA00001T,9/1/2014,9,2013,12,2013,Institut for Engelsk. Germansk og Romansk,terminated,2013,9.5,7-trinsskala,Studentereksamen (2008 og senere),1,2,0,0,NULL,1,1,1,0,0,0,0
Spanien,23.6,film- og medievidenskab,HFMA00001T,9/1/2016,9,2013,7,2014,IVA,terminated,2016,10.3,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,10,18,1,1,1,1,1,0,0
Danmark,22.3,portugisiske og brasilianske studier,HDAA00001T,9/1/2016,9,2013,NULL,NULL,Institut for Kunst og Kulturvidenskab,open,2013,7.7,7-trinsskala,Studentereksamen (2008 og senere),1,1,15,5.86,NULL,9,0,1,0,0,0,0
Danmark,24.6,italiensk,HIVA00001T,9/1/2013,9,2013,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,1900,7,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,9.88,30,1,0,0,0,0,0,0
Danmark,25.1,kommunikation og it,HHIA00001T,9/1/2013,9,2013,2,2016,Institut for Tvaerkulturelle og regionale studier,terminated,2012,8.5,7-trinsskala,Studentereksamen (2008 og senere),21,1,30,10,6,6,1,1,0,1,1,0
Danmark,22.1,kunsthistorie,HDAA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2009,6.2,7-trinsskala,Studentereksamen,1,1,30,11,18,1,0,1,0,0,0,0
Danmark,20,kunsthistorie,HSPA00001T,9/1/2016,9,2013,1,2016,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,completed,2010,9.7,13-skala,Studentereksamen (2008 og senere),1,1,20,0,NULL,4,0,1,0,0,0,0
Danmark,20.4,kommunikation og it,HKMA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Kunst og Kulturvidenskab,open,2012,9.6,7-trinsskala,Studentereksamen (2008 og senere),0,1,30,7,NULL,0,0,0,0,0,0,0
Danmark,19.7,informationsvidenskab og kulturformidling,HPaeA00001T,9/1/2013,9,2013,2,2014,Institut for Tvaerkulturelle og regionale studier,terminated,2008,7.4,7-trinsskala,Studentereksamen (2008 og senere),2,1,30,-3,6,2,1,1,1,1,0,1
Danmark,21,engelsk,HDAA00001T,9/1/2014,9,2013,NULL,NULL,IVA,open,2013,4.9,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,25,4,0,0,0,0,0,0
Danmark,33.4,historie,HIDA00002T,9/1/2015,9,2013,6,2016,Institut for Engelsk. Germansk og Romansk,completed,2013,11.2,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,8,30,2,0,1,0,0,0,1
Danmark,21.5,litteraturvidenskab,HDAA00001T,9/1/2013,9,2013,7,2015,Institut for Tvaerkulturelle og regionale studier,completed,2012,11.3,7-trinsskala,Studentereksamen (2008 og senere),1,2,30,6.2,NULL,1,0,1,0,0,0,0
Danmark,19.2,film- og medievidenskab,HHIA00001T,9/1/2013,9,2013,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2014,8,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,8.2,NULL,1,0,0,0,0,0,1
Danmark,23.6,tysk,HDAA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2014,7.3,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,12,30,1,0,1,0,0,0,0
Danmark,23.8,lingvistik,HHIA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Nordiske Studier og Sprogvidenskab,open,2004,3.6,7-trinsskala,Faeroesk gymnasial eksamen,1,1,0,0.5,18,0,0,0,0,0,0,1
